Vds,Ids (Vg=2.5V)_x,Ids (Vg=2.5V)_y,Ids (Vg=3.0V),Ids (Vg=4.0V),Ids (Vg=6.0V),Ids (Vg=8.0V),Ids (Vg=10.0V),Ids (Vg=12.0V),Ids (Vg=15.0V)
0.9119061691542288,,,11.98176119402985,,,,,,
0.9192367661691544,,,,,68.12467164179105,,,,
0.938109104477612,,,,,,,,,70.734776119403
0.9382421393034824,,,,,,,,70.52745771144279,
0.93976815920398,1.3810928358208954,,,,,,,,
0.9420230348258708,,1.4112797512437811,,,,,,,
0.9426865174129352,,,,,,,70.33171144278607,,
0.9429506965174128,,,,,,69.9761144278607,,,
0.9450083084577112,,,12.016567164179104,,,,,,
0.948722935323383,,,,55.17813432835821,,,,,
0.9852063184079602,,,,,,,,,73.16749253731344
0.986068208955224,,,,,,,,72.91540298507462,
0.988720945273632,,,,,,,72.61032835820895,,
0.989252736318408,1.3505770646766164,,,,,,,,
0.990376865671642,,,,,,72.32041791044776,,,
0.9909755223880596,,1.417918955223881,,,,,,,
1.0001958706467662,1.4985054726368154,,,,,,,,
1.001258606965174,,,12.064671641791046,,,,,,
1.004306417910448,,,,,70.57439303482587,,,,
1.0122693532338307,,,,57.79965671641791,,,,,
1.029067512437811,,,,,,,,,75.59698507462686
1.0301262189054723,,,,,,,,75.2901791044776,
1.0323164179104476,,,,,,,74.9950248756219,,
1.035762039800995,,1.434495970149254,,,,,,,
1.0366985074626864,1.3897162189054724,,,,,,,,
1.04693144278607,,,,,,74.72581094527362,,,
1.050818905472637,,,12.194009950248756,,,,,,
1.0623660199004976,,,,58.86299502487562,,,,,
1.0651718407960202,,,,,72.9101144278607,,,,
1.0697199004975126,,,,,,,,77.4909800995025,
1.072771144278607,,,,,,,,,77.70330845771144
1.0729039800995026,,,,,,,77.26369154228856,,
1.086069353233831,,,,,,76.83318407960199,,,
1.0892203980099502,1.5263701492537312,,,,,,,,
1.0892203980099502,1.5263701492537312,,,,,,,,
1.0928014925373135,,1.4278669154228858,,,,,,,
1.0961194029850747,,,12.48421890547264,,,,,,
1.0976805970149257,,,,,74.9326815920398,,,,
1.101094527363184,,,,60.80790049751244,,,,,
1.1213288557213932,,,,,,,,79.66668656716418,
1.1223233830845771,,,,,,,79.45274626865672,,
1.1236487562189057,,,,,,,,,79.97514925373135
1.14096368159204,,,,,,79.00828358208956,,,
